Subject	Time	Site	Organism	Recip_Ct
P13	-7	Saliva	Universal	0.052124055251499
P14	-7	Saliva	Universal	0.061050061050061
P15	-7	Saliva	Universal	0.058668231152831
P16	-7	Saliva	Universal	0.050800101600203
P17	-7	Saliva	Universal	0.055202870549269
P18	-7	Saliva	Universal	0.062952470884482
P19	-7	Saliva	Universal	0.047036688617121
P20	-7	Saliva	Universal	0.054674685620558
P21	-7	Saliva	Universal	0.048250904704463
P22	-7	Saliva	Universal	0.057126535275636
P23	-7	Saliva	Universal	0.052287581699346
P24	-7	Saliva	Universal	0.047904191616767
P25	-7	Saliva	Universal	0.047755491881566
P11	21	Tongue	Universal	0.051639555899819
P12	21	Tongue	Universal	0.051361068310221
P13	21	Tongue	Universal	0.056195560550717
P14	21	Tongue	Universal	0.050632911392405
P15	21	Tongue	Universal	0.066934404283802
P16	21	Tongue	Universal	0.04735969689794
P17	21	Tongue	Universal	0.054392167527876
P18	21	Tongue	Universal	0.046587467971116
P19	21	Tongue	Universal	0.048426150121065
P20	21	Tongue	Universal	0.040908161178155
P21	21	Tongue	Universal	0.056980056980057
P22	21	Tongue	Universal	0.060679611650486
P23	21	Tongue	Universal	0.048414427499395
P24	21	Tongue	Universal	0.060624431645953
P25	21	Tongue	Universal	0.055897149245389
P11	21	Saliva	Universal	0.05611672278339
P12	21	Saliva	Universal	0.055050922102945
P13	21	Saliva	Universal	0.056449336720294
P14	21	Saliva	Universal	0.058927519151444
P15	21	Saliva	Universal	0.058997050147493
P16	21	Saliva	Universal	0.051559680329982
P17	21	Saliva	Universal	0.040891433244735
P18	21	Saliva	Universal	0.056882821387941
P19	21	Saliva	Universal	0.052770448548813
P20	21	Saliva	Universal	0.054406964091404
P21	21	Saliva	Universal	0.055756899916365
P22	21	Saliva	Universal	0.056053811659193
P23	21	Saliva	Universal	0.051493305870237
P24	21	Saliva	Universal	0.052069773496485
P25	21	Saliva	Universal	0.048484848484849
P11	35	Tongue	Universal	0.051085568326948
P12	35	Tongue	Universal	0.042453831458289
P13	35	Tongue	Universal	0.046576618537494
P14	35	Tongue	Universal	0.0581226387678
P15	35	Tongue	Universal	0.053319114902693
P16	35	Tongue	Universal	0.04231013327692
P17	35	Tongue	Universal	0.056721497447533
P18	35	Tongue	Universal	0.051988562516247
P19	35	Tongue	Universal	0.05455537370431
P20	35	Tongue	Universal	0.052645433008687
P21	35	Tongue	Universal	0.056769798467216
P22	35	Tongue	Universal	0.051203277009729
P23	35	Tongue	Universal	0.04424778761062
P24	35	Tongue	Universal	0.057770075101098
P25	35	Tongue	Universal	0.047596382674917
P11	35	Saliva	Universal	0.055741360089186
P12	35	Saliva	Universal	0.04973887092763
P13	35	Saliva	Universal	0.057093919497574
P14	35	Saliva	Universal	0.060186578393018
P15	35	Saliva	Universal	0.056753688989784
P16	35	Saliva	Universal	0.048947626040137
P17	35	Saliva	Universal	0.054764512595838
P18	35	Saliva	Universal	0.057471264367816
P19	35	Saliva	Universal	0.049176297024834
P20	35	Saliva	Universal	0.052854122621565
P21	35	Saliva	Universal	0.061462814996927
P22	35	Saliva	Universal	0.057126535275636
P23	35	Saliva	Universal	0.053008216273522
P24	35	Saliva	Universal	0.048285852245292
P25	35	Saliva	Universal	0.047438330170778
P11	-7	SubG	Pg	0.028968713789108
P12	-7	SubG	Pg	0.030316810671517
P13	-7	SubG	Pg	0.028964518464881
P14	-7	SubG	Pg	0.03194377894905
P15	-7	SubG	Pg	0.035454706612303
P16	-7	SubG	Pg	0.027658691743881
P17	-7	SubG	Pg	0.027048958615093
P18	-7	SubG	Pg	0.033112582781457
P19	-7	SubG	Pg	0.031186652112896
P20	-7	SubG	Pg	0.034158838599488
P21	-7	SubG	Pg	0.032781511227668
P22	-7	SubG	Pg	0.034352456200618
P23	-7	SubG	Pg	0.034240712206814
P24	-7	SubG	Pg	0.030134096730451
P25	-7	SubG	Pg	0.032467532467533
P11	-7	SupG	Pg	0.029806259314456
P12	-7	SupG	Pg	0.031903014834902
P13	-7	SupG	Pg	0.030623181748584
P14	-7	SupG	Pg	0.027498968788671
P15	-7	SupG	Pg	0.033806626098715
P16	-7	SupG	Pg	0.026983270372369
P17	-7	SupG	Pg	0.028220685762664
P18	-7	SupG	Pg	0.031625553447185
P19	-7	SupG	Pg	0.030529690123645
P20	-7	SupG	Pg	0.034971148802238
P21	-7	SupG	Pg	0.033372267645587
P22	-7	SupG	Pg	0.032760032760033
P23	-7	SupG	Pg	0.036153289949385
P24	-7	SupG	Pg	0.030931023816888
P25	-7	SupG	Pg	0.034590107229333
P11	21	SubG	Pg	0.033944331296674
P12	21	SubG	Pg	0.035913090321422
P13	21	SubG	Pg	0.036656891495601
P14	21	SubG	Pg	0.0276128675963
P15	21	SubG	Pg	0.041502386387217
P16	21	SubG	Pg	0.034340659340659
P17	21	SubG	Pg	0.035063113604488
P18	21	SubG	Pg	0.03382949932341
P19	21	SubG	Pg	0.035069261792039
P20	21	SubG	Pg	0.034358357670503
P21	21	SubG	Pg	0.034002040122407
P22	21	SubG	Pg	0.036101083032491
P23	21	SubG	Pg	0.034258307639603
P24	21	SubG	Pg	0.052164840897235
P25	21	SubG	Pg	0.03382949932341
P11	21	SupG	Pg	0.032889327413254
P12	21	SupG	Pg	0.033489618218352
P13	21	SupG	Pg	0.037835792659856
P14	21	SupG	Pg	0.03037205770691
P15	21	SupG	Pg	0.040941658137155
P16	21	SupG	Pg	0.036088054853843
P17	21	SupG	Pg	0.03553028957186
P18	21	SupG	Pg	0.035523978685613
P19	21	SupG	Pg	0.034188034188034
P20	21	SupG	Pg	0.035913090321422
P21	21	SupG	Pg	0.037807183364839
P22	21	SupG	Pg	0.03715400334386
P23	21	SupG	Pg	0.035217467864061
P24	21	SupG	Pg	0.049751243781095
P25	21	SupG	Pg	0.036324010170723
P11	35	SubG	Pg	0.031545741324921
P12	35	SubG	Pg	0.029502876530462
P13	35	SubG	Pg	0.030381285128361
P14	35	SubG	Pg	0.026409613099168
P15	35	SubG	Pg	0.045177320984866
P16	35	SubG	Pg	0.033014196104325
P17	35	SubG	Pg	0.029368575624082
P18	35	SubG	Pg	0.031041440322831
P19	35	SubG	Pg	0.030165912518854
P20	35	SubG	Pg	0.036536353671904
P21	35	SubG	Pg	0.027685492801772
P22	35	SubG	Pg	0.033500837520938
P23	35	SubG	Pg	0.025
P24	35	SubG	Pg	0.033019646689781
P25	35	SubG	Pg	0.031377470975839
P11	35	SupG	Pg	0.029502876530462
P12	35	SupG	Pg	0.027536830510808
P13	35	SupG	Pg	0.029507229271172
P14	35	SupG	Pg	0.027005130974885
P15	35	SupG	Pg	0.040128410914928
P16	35	SupG	Pg	0.027434842249657
P17	35	SupG	Pg	0.026770178021684
P18	35	SupG	Pg	0.03209242618742
P19	35	SupG	Pg	0.027052617340728
P20	35	SupG	Pg	0.030807147258164
P21	35	SupG	Pg	0.031367628607277
P22	35	SupG	Pg	0.033789491468153
P23	35	SupG	Pg	0.028914269191846
P24	35	SupG	Pg	0.035771776068682
P25	35	SupG	Pg	0.031959092361777
P11	-7	SubG	Tf	0.025
P12	-7	SubG	Tf	0.040658670461476
P13	-7	SubG	Tf	0.025
P14	-7	SubG	Tf	0.025
P15	-7	SubG	Tf	0.026986911347996
P16	-7	SubG	Tf	0.025
P17	-7	SubG	Tf	0.025
P18	-7	SubG	Tf	0.035784576847379
P19	-7	SubG	Tf	0.038505968425106
P20	-7	SubG	Tf	0.025
P21	-7	SubG	Tf	0.03487358326068
P22	-7	SubG	Tf	0.036088054853843
P23	-7	SubG	Tf	0.025
P24	-7	SubG	Tf	0.025
P25	-7	SubG	Tf	0.048100048100048
P11	-7	SupG	Tf	0.026143790849673
P12	-7	SupG	Tf	0.032362459546926
P13	-7	SupG	Tf	0.025050100200401
P14	-7	SupG	Tf	0.025406504065041
P15	-7	SupG	Tf	0.034770514603616
P16	-7	SupG	Tf	0.025
P17	-7	SupG	Tf	0.025
P18	-7	SupG	Tf	0.033327778703549
P19	-7	SupG	Tf	0.026364355391511
P20	-7	SupG	Tf	0.025
P21	-7	SupG	Tf	0.028542885685743
P22	-7	SupG	Tf	0.026684456304203
P23	-7	SupG	Tf	0.025967281225656
P24	-7	SupG	Tf	0.02556890820762
P25	-7	SupG	Tf	0.033950093362757
P11	21	SubG	Tf	0.025
P12	21	SubG	Tf	0.028364770954475
P13	21	SubG	Tf	0.025131942699171
P14	21	SubG	Tf	0.025
P15	21	SubG	Tf	0.040849673202614
P16	21	SubG	Tf	0.025
P17	21	SubG	Tf	0.025
P18	21	SubG	Tf	0.030381285128361
P19	21	SubG	Tf	0.037016472330187
P20	21	SubG	Tf	0.025
P21	21	SubG	Tf	0.027449903925336
P22	21	SubG	Tf	0.038095238095238
P23	21	SubG	Tf	0.027199782401741
P24	21	SubG	Tf	0.038692203520991
P25	21	SubG	Tf	0.042247570764681
P11	21	SupG	Tf	0.025214321734745
P12	21	SupG	Tf	0.025
P13	21	SupG	Tf	0.026092628832355
P14	21	SupG	Tf	0.025700334104343
P15	21	SupG	Tf	0.032621105855489
P16	21	SupG	Tf	0.028308563340411
P17	21	SupG	Tf	0.025
P18	21	SupG	Tf	0.029141774734081
P19	21	SupG	Tf	0.028620492272467
P20	21	SupG	Tf	0.026205450733753
P21	21	SupG	Tf	0.031421838177533
P22	21	SupG	Tf	0.038008361839605
P23	21	SupG	Tf	0.02636783124588
P24	21	SupG	Tf	0.037678975131877
P25	21	SupG	Tf	0.033721126285618
P11	35	SubG	Tf	0.025
P12	35	SubG	Tf	0.031811674884683
P13	35	SubG	Tf	0.025
P14	35	SubG	Tf	0.025
P15	35	SubG	Tf	0.036075036075036
P16	35	SubG	Tf	0.025
P17	35	SubG	Tf	0.025
P18	35	SubG	Tf	0.035810205908684
P19	35	SubG	Tf	0.037785754770452
P20	35	SubG	Tf	0.025
P21	35	SubG	Tf	0.025
P22	35	SubG	Tf	0.034710170079833
P23	35	SubG	Tf	0.025
P24	35	SubG	Tf	0.030548342752406
P25	35	SubG	Tf	0.044543429844098
P11	35	SupG	Tf	0.027188689505166
P12	35	SupG	Tf	0.036496350364964
P13	35	SupG	Tf	0.025
P14	35	SupG	Tf	0.025
P15	35	SupG	Tf	0.029416090601559
P16	35	SupG	Tf	0.025
P17	35	SupG	Tf	0.025425883549453
P18	35	SupG	Tf	0.0390625
P19	35	SupG	Tf	0.030289262456459
P20	35	SupG	Tf	0.025
P21	35	SupG	Tf	0.025
P22	35	SupG	Tf	0.036094567767551
P23	35	SupG	Tf	0.025
P24	35	SupG	Tf	0.028960324355633
P25	35	SupG	Tf	0.040609137055838
P11	-7	SubG	Td	0.025
P12	-7	SubG	Td	0.031640563202025
P13	-7	SubG	Td	0.025
P14	-7	SubG	Td	0.025
P15	-7	SubG	Td	0.025
P16	-7	SubG	Td	0.025
P17	-7	SubG	Td	0.030111412225233
P18	-7	SubG	Td	0.037509377344336
P19	-7	SubG	Td	0.032035880185808
P20	-7	SubG	Td	0.032749304077288
P21	-7	SubG	Td	0.025
P22	-7	SubG	Td	0.034405642525374
P23	-7	SubG	Td	0.035650623885918
P24	-7	SubG	Td	0.025
P25	-7	SubG	Td	0.037821482602118
P11	-7	SupG	Td	0.025
P12	-7	SupG	Td	0.026150627615063
P13	-7	SupG	Td	0.025
P14	-7	SupG	Td	0.025
P15	-7	SupG	Td	0.02860821055643
P16	-7	SupG	Td	0.025
P17	-7	SupG	Td	0.027122321670735
P18	-7	SupG	Td	0.032873109796187
P19	-7	SupG	Td	0.025
P20	-7	SupG	Td	0.039745627980922
P21	-7	SupG	Td	0.025
P22	-7	SupG	Td	0.025
P23	-7	SupG	Td	0.034855350296271
P24	-7	SupG	Td	0.025
P25	-7	SupG	Td	0.029846291598269
P11	21	SubG	Td	0.025
P12	21	SubG	Td	0.027326137450471
P13	21	SubG	Td	0.025
P14	21	SubG	Td	0.025
P15	21	SubG	Td	0.033800912624641
P16	21	SubG	Td	0.025400050800102
P17	21	SubG	Td	0.035248501938668
P18	21	SubG	Td	0.033506449991623
P19	21	SubG	Td	0.035752592062925
P20	21	SubG	Td	0.03547357218872
P21	21	SubG	Td	0.025
P22	21	SubG	Td	0.035606195478013
P23	21	SubG	Td	0.031382394476699
P24	21	SubG	Td	0.034258307639603
P25	21	SubG	Td	0.039100684261975
P11	21	SupG	Td	0.025
P12	21	SupG	Td	0.025
P13	21	SupG	Td	0.025
P14	21	SupG	Td	0.025
P15	21	SupG	Td	0.028046557285093
P16	21	SupG	Td	0.034626038781164
P17	21	SupG	Td	0.032829940906106
P18	21	SupG	Td	0.032921810699589
P19	21	SupG	Td	0.030604437643458
P20	21	SupG	Td	0.039346842415896
P21	21	SupG	Td	0.025
P22	21	SupG	Td	0.033467202141901
P23	21	SupG	Td	0.028228652081863
P24	21	SupG	Td	0.035379444542721
P25	21	SupG	Td	0.033261267254282
P11	35	SubG	Td	0.025
P12	35	SubG	Td	0.030585716470408
P13	35	SubG	Td	0.025
P14	35	SubG	Td	0.025
P15	35	SubG	Td	0.029926679634895
P16	35	SubG	Td	0.025
P17	35	SubG	Td	0.029585798816568
P18	35	SubG	Td	0.03305785123967
P19	35	SubG	Td	0.032733224222586
P20	35	SubG	Td	0.035155563367903
P21	35	SubG	Td	0.025
P22	35	SubG	Td	0.030446034404019
P23	35	SubG	Td	0.025
P24	35	SubG	Td	0.026504108136761
P25	35	SubG	Td	0.037601052829479
P11	35	SupG	Td	0.025
P12	35	SupG	Td	0.028192839018889
P13	35	SupG	Td	0.025
P14	35	SupG	Td	0.025
P15	35	SupG	Td	0.025
P16	35	SupG	Td	0.025
P17	35	SupG	Td	0.025
P18	35	SupG	Td	0.037509377344336
P19	35	SupG	Td	0.026260504201681
P20	35	SupG	Td	0.02814126917124
P21	35	SupG	Td	0.025
P22	35	SupG	Td	0.034542314335061
P23	35	SupG	Td	0.025
P24	35	SupG	Td	0.026062027625749
P25	35	SupG	Td	0.036784991723377
P11	-7	SubG	Fa	0.025387154100025
P12	-7	SubG	Fa	0.040958427196396
P13	-7	SubG	Fa	0.029819591471597
P14	-7	SubG	Fa	0.027155465037339
P15	-7	SubG	Fa	0.032154340836013
P16	-7	SubG	Fa	0.026305405760884
P17	-7	SubG	Fa	0.042725913266396
P18	-7	SubG	Fa	0.046587467971116
P19	-7	SubG	Fa	0.042544139544778
P20	-7	SubG	Fa	0.041407867494824
P21	-7	SubG	Fa	0.035727045373348
P22	-7	SubG	Fa	0.040355125100888
P23	-7	SubG	Fa	0.031525851197982
P24	-7	SubG	Fa	0.026062027625749
P25	-7	SubG	Fa	0.047709923664122
P11	-7	SupG	Fa	0.025591810620601
P12	-7	SupG	Fa	0.032362459546926
P13	-7	SupG	Fa	0.02632618138739
P14	-7	SupG	Fa	0.025700334104343
P15	-7	SupG	Fa	0.040176777822419
P16	-7	SupG	Fa	0.026288117770768
P17	-7	SupG	Fa	0.033422459893048
P18	-7	SupG	Fa	0.044742729306488
P19	-7	SupG	Fa	0.030873726458784
P20	-7	SupG	Fa	0.054010261949771
P21	-7	SupG	Fa	0.028490028490029
P22	-7	SupG	Fa	0.031771247021446
P23	-7	SupG	Fa	0.035385704175513
P24	-7	SupG	Fa	0.029146021568056
P25	-7	SupG	Fa	0.034494653328734
P11	21	SubG	Fa	0.031362709738121
P12	21	SubG	Fa	0.036416605972323
P13	21	SubG	Fa	0.029546461811198
P14	21	SubG	Fa	0.025803122177784
P15	21	SubG	Fa	0.04445432318293
P16	21	SubG	Fa	0.031230480949407
P17	21	SubG	Fa	0.034602076124568
P18	21	SubG	Fa	0.035612535612536
P19	21	SubG	Fa	0.041981528127624
P20	21	SubG	Fa	0.042105263157895
P21	21	SubG	Fa	0.036075036075036
P22	21	SubG	Fa	0.049541738915036
P23	21	SubG	Fa	0.031786395422759
P24	21	SubG	Fa	0.045085662759243
P25	21	SubG	Fa	0.04601932811781
P11	21	SupG	Fa	0.031680658957706
P12	21	SupG	Fa	0.032851511169514
P13	21	SupG	Fa	0.027739251040222
P14	21	SupG	Fa	0.027882336539802
P15	21	SupG	Fa	0.036670333700037
P16	21	SupG	Fa	0.035977693829826
P17	21	SupG	Fa	0.037278657968313
P18	21	SupG	Fa	0.036636746656897
P19	21	SupG	Fa	0.032883919763236
P20	21	SupG	Fa	0.047348484848485
P21	21	SupG	Fa	0.035423308537017
P22	21	SupG	Fa	0.043956043956044
P23	21	SupG	Fa	0.033350008337502
P24	21	SupG	Fa	0.043224551545278
P25	21	SupG	Fa	0.043658589827549
P11	35	SubG	Fa	0.028421202216854
P12	35	SubG	Fa	0.03999200159968
P13	35	SubG	Fa	0.026950545748551
P14	35	SubG	Fa	0.027700831024931
P15	35	SubG	Fa	0.040048057669203
P16	35	SubG	Fa	0.033217073575818
P17	35	SubG	Fa	0.038102495713469
P18	35	SubG	Fa	0.043639537420903
P19	35	SubG	Fa	0.04040404040404
P20	35	SubG	Fa	0.045156920298036
P21	35	SubG	Fa	0.025
P22	35	SubG	Fa	0.043859649122807
P23	35	SubG	Fa	0.027070925825663
P24	35	SubG	Fa	0.027975940691006
P25	35	SubG	Fa	0.046871338176705
P11	35	SupG	Fa	0.02804262478968
P12	35	SupG	Fa	0.037807183364839
P13	35	SupG	Fa	0.02860821055643
P14	35	SupG	Fa	0.025361399949277
P15	35	SupG	Fa	0.036205648081101
P16	35	SupG	Fa	0.028093833403568
P17	35	SupG	Fa	0.030238887208951
P18	35	SupG	Fa	0.048911714355588
P19	35	SupG	Fa	0.033422459893048
P20	35	SupG	Fa	0.034861425832317
P21	35	SupG	Fa	0.029282576866764
P22	35	SupG	Fa	0.043196544276458
P23	35	SupG	Fa	0.027831895352074
P24	35	SupG	Fa	0.028764562059543
P25	35	SupG	Fa	0.045320643553139
P11	-7	SubG	Pe	0.025
P12	-7	SubG	Pe	0.042489908646696
P13	-7	SubG	Pe	0.034632034632035
P14	-7	SubG	Pe	0.032605151613955
P15	-7	SubG	Pe	0.031725888324873
P16	-7	SubG	Pe	0.025
P17	-7	SubG	Pe	0.041675349031048
P18	-7	SubG	Pe	0.049875311720698
P19	-7	SubG	Pe	0.03553028957186
P20	-7	SubG	Pe	0.038358266206368
P21	-7	SubG	Pe	0.035211267605634
P22	-7	SubG	Pe	0.046200046200046
P23	-7	SubG	Pe	0.051612903225807
P24	-7	SubG	Pe	0.025
P25	-7	SubG	Pe	0.055617352614016
P11	-7	SupG	Pe	0.025
P12	-7	SupG	Pe	0.03844675124952
P13	-7	SupG	Pe	0.026191723415401
P14	-7	SupG	Pe	0.025
P15	-7	SupG	Pe	0.03844675124952
P16	-7	SupG	Pe	0.025
P17	-7	SupG	Pe	0.033921302578019
P18	-7	SupG	Pe	0.047281323877069
P19	-7	SupG	Pe	0.028034763106252
P20	-7	SupG	Pe	0.050200803212851
P21	-7	SupG	Pe	0.02970002970003
P22	-7	SupG	Pe	0.031897926634769
P23	-7	SupG	Pe	0.051242633871381
P24	-7	SupG	Pe	0.025
P25	-7	SupG	Pe	0.043010752688172
P11	21	SubG	Pe	0.025
P12	21	SubG	Pe	0.031994880819069
P13	21	SubG	Pe	0.040477636106051
P14	21	SubG	Pe	0.028860028860029
P15	21	SubG	Pe	0.044883303411131
P16	21	SubG	Pe	0.027307482250137
P17	21	SubG	Pe	0.042854081851296
P18	21	SubG	Pe	0.047438330170778
P19	21	SubG	Pe	0.040758100672509
P20	21	SubG	Pe	0.044642857142857
P21	21	SubG	Pe	0.039510075069143
P22	21	SubG	Pe	0.058207217694994
P23	21	SubG	Pe	0.047938638542665
P24	21	SubG	Pe	0.046457607433217
P25	21	SubG	Pe	0.058944886531094
P11	21	SupG	Pe	0.025
P12	21	SupG	Pe	0.029926679634895
P13	21	SupG	Pe	0.027586206896552
P14	21	SupG	Pe	0.034746351633079
P15	21	SupG	Pe	0.035398230088496
P16	21	SupG	Pe	0.025
P17	21	SupG	Pe	0.04381161007667
P18	21	SupG	Pe	0.049578582052553
P19	21	SupG	Pe	0.036199095022625
P20	21	SupG	Pe	0.049788399302962
P21	21	SupG	Pe	0.03124511795032
P22	21	SupG	Pe	0.044355732978488
P23	21	SupG	Pe	0.039706174310105
P24	21	SupG	Pe	0.042202996412745
P25	21	SupG	Pe	0.053533190578159
P11	35	SubG	Pe	0.025
P12	35	SubG	Pe	0.02804262478968
P13	35	SubG	Pe	0.038372985418266
P14	35	SubG	Pe	0.028176951253874
P15	35	SubG	Pe	0.040265753976243
P16	35	SubG	Pe	0.025
P17	35	SubG	Pe	0.04023335345001
P18	35	SubG	Pe	0.046296296296296
P19	35	SubG	Pe	0.038684719535783
P20	35	SubG	Pe	0.046392948271863
P21	35	SubG	Pe	0.026709401709402
P22	35	SubG	Pe	0.041485169052064
P23	35	SubG	Pe	0.028843380444188
P24	35	SubG	Pe	0.029634019854793
P25	35	SubG	Pe	0.049776007964161
P11	35	SupG	Pe	0.025
P12	35	SupG	Pe	0.041562759767249
P13	35	SupG	Pe	0.026802465826856
P14	35	SupG	Pe	0.025
P15	35	SupG	Pe	0.034352456200618
P16	35	SupG	Pe	0.025
P17	35	SupG	Pe	0.031892840057407
P18	35	SupG	Pe	0.048088482808367
P19	35	SupG	Pe	0.032061558191728
P20	35	SupG	Pe	0.035460992907802
P21	35	SupG	Pe	0.025
P22	35	SupG	Pe	0.042453831458289
P23	35	SupG	Pe	0.036650174088327
P24	35	SupG	Pe	0.030459945172099
P25	35	SupG	Pe	0.047348484848485
P11	-7	SubG	Ff	0.026766595289079
P12	-7	SubG	Ff	0.043687199650502
P13	-7	SubG	Ff	0.028910089621278
P14	-7	SubG	Ff	0.030539013589861
P15	-7	SubG	Ff	0.035161744022504
P16	-7	SubG	Ff	0.031075201988813
P17	-7	SubG	Ff	0.033200531208499
P18	-7	SubG	Ff	0.044345898004435
P19	-7	SubG	Ff	0.042918454935622
P20	-7	SubG	Ff	0.041416442327604
P21	-7	SubG	Ff	0.02712600027126
P22	-7	SubG	Ff	0.041972717733473
P23	-7	SubG	Ff	0.039177277179236
P24	-7	SubG	Ff	0.029726516052319
P25	-7	SubG	Ff	0.052687038988409
P11	-7	SupG	Ff	0.027277686852155
P12	-7	SupG	Ff	0.041093075816725
P13	-7	SupG	Ff	0.027582402427252
P14	-7	SupG	Ff	0.026677337601707
P15	-7	SupG	Ff	0.037397157816006
P16	-7	SupG	Ff	0.027386005751061
P17	-7	SupG	Ff	0.029806259314456
P18	-7	SupG	Ff	0.038707180181924
P19	-7	SupG	Ff	0.0286615075953
P20	-7	SupG	Ff	0.049468216670789
P21	-7	SupG	Ff	0.026917900403769
P22	-7	SupG	Ff	0.030849915162733
P23	-7	SupG	Ff	0.035063113604488
P24	-7	SupG	Ff	0.028893383415198
P25	-7	SupG	Ff	0.043103448275862
P11	21	SubG	Ff	0.036798528058878
P12	21	SubG	Ff	0.040975209997951
P13	21	SubG	Ff	0.028801843317972
P14	21	SubG	Ff	0.026831231553528
P15	21	SubG	Ff	0.042381860563679
P16	21	SubG	Ff	0.0355871886121
P17	21	SubG	Ff	0.032149172158817
P18	21	SubG	Ff	0.036697247706422
P19	21	SubG	Ff	0.042301184433164
P20	21	SubG	Ff	0.044189129474149
P21	21	SubG	Ff	0.026219192448873
P22	21	SubG	Ff	0.046040515653775
P23	21	SubG	Ff	0.035913090321422
P24	21	SubG	Ff	0.049541738915036
P25	21	SubG	Ff	0.050200803212851
P11	21	SupG	Ff	0.029090909090909
P12	21	SupG	Ff	0.031746031746032
P13	21	SupG	Ff	0.029359953024075
P14	21	SupG	Ff	0.031215857655689
P15	21	SupG	Ff	0.035746201966041
P16	21	SupG	Ff	0.038880248833593
P17	21	SupG	Ff	0.031801558276356
P18	21	SupG	Ff	0.039541320680111
P19	21	SupG	Ff	0.039896269698783
P20	21	SupG	Ff	0.048555474629765
P21	21	SupG	Ff	0.027712345850076
P22	21	SupG	Ff	0.042992261392949
P23	21	SupG	Ff	0.032562683165093
P24	21	SupG	Ff	0.047732696897375
P25	21	SupG	Ff	0.051773233238416
P11	35	SubG	Ff	0.027397260273973
P12	35	SubG	Ff	0.027563395810364
P13	35	SubG	Ff	0.042607584149979
P14	35	SubG	Ff	0.027944669554283
P15	35	SubG	Ff	0.038812342324859
P16	35	SubG	Ff	0.02806623631771
P17	35	SubG	Ff	0.032711808963036
P18	35	SubG	Ff	0.042762454564892
P19	35	SubG	Ff	0.041727519298978
P20	35	SubG	Ff	0.042480883602379
P21	35	SubG	Ff	0.025960539979232
P22	35	SubG	Ff	0.039385584875935
P23	35	SubG	Ff	0.026239832065075
P24	35	SubG	Ff	0.037686074995289
P25	35	SubG	Ff	0.050012503125782
P11	35	SupG	Ff	0.026319252533228
P12	35	SupG	Ff	0.043572984749455
P13	35	SupG	Ff	0.026430553720101
P14	35	SupG	Ff	0.028839221341024
P15	35	SupG	Ff	0.032456994482311
P16	35	SupG	Ff	0.025
P17	35	SupG	Ff	0.026925148088315
P18	35	SupG	Ff	0.045506257110353
P19	35	SupG	Ff	0.033085194375517
P20	35	SupG	Ff	0.037516413430876
P21	35	SupG	Ff	0.02667377967458
P22	35	SupG	Ff	0.038759689922481
P23	35	SupG	Ff	0.026490066225166
P24	35	SupG	Ff	0.037735849056604
P25	35	SupG	Ff	0.047869794159885
P11	-7	SubG	Universal	0.042220814861727
P12	-7	SubG	Universal	0.048995590396864
P13	-7	SubG	Universal	0.050620096178183
P14	-7	SubG	Universal	0.047996160307176
P15	-7	SubG	Universal	0.050352467270896
P16	-7	SubG	Universal	0.044414834554741
P17	-7	SubG	Universal	0.048602673147023
P18	-7	SubG	Universal	0.054097917230187
P19	-7	SubG	Universal	0.04950495049505
P20	-7	SubG	Universal	0.054540496318517
P21	-7	SubG	Universal	0.057061340941512
P22	-7	SubG	Universal	0.054839594187003
P23	-7	SubG	Universal	0.053981106612686
P24	-7	SubG	Universal	0.046783625730994
P25	-7	SubG	Universal	0.05616399887672
P11	-7	SupG	Universal	0.047950131862863
P12	-7	SupG	Universal	0.053304904051173
P13	-7	SupG	Universal	0.049875311720698
P14	-7	SupG	Universal	0.043582479843103
P15	-7	SupG	Universal	0.050226017076846
P16	-7	SupG	Universal	0.048649963512527
P17	-7	SupG	Universal	0.041788549937317
P18	-7	SupG	Universal	0.052369730295889
P19	-7	SupG	Universal	0.046040515653775
P20	-7	SupG	Universal	0.057636887608069
P21	-7	SupG	Universal	0.058021467943139
P22	-7	SupG	Universal	0.053490238031559
P23	-7	SupG	Universal	0.059136605558841
P24	-7	SupG	Universal	0.048555474629765
P25	-7	SupG	Universal	0.053361792956243
P11	21	SubG	Universal	0.052714812862414
P12	21	SubG	Universal	0.05725737188663
P13	21	SubG	Universal	0.05552470849528
P14	21	SubG	Universal	0.047014574518101
P15	21	SubG	Universal	0.060441220912663
P16	21	SubG	Universal	0.057061340941512
P17	21	SubG	Universal	0.054749520941692
P18	21	SubG	Universal	0.053404539385848
P19	21	SubG	Universal	0.05270092226614
P20	21	SubG	Universal	0.055944055944056
P21	21	SubG	Universal	0.058309037900875
P22	21	SubG	Universal	0.05824111822947
P23	21	SubG	Universal	0.05603810591202
P24	21	SubG	Universal	0.060569351907935
P25	21	SubG	Universal	0.059364796675571
P11	21	SupG	Universal	0.051124744376278
P12	21	SupG	Universal	0.056417489421721
P13	21	SupG	Universal	0.060569351907935
P14	21	SupG	Universal	0.049529470034671
P15	21	SupG	Universal	0.061747452917567
P16	21	SupG	Universal	0.059612518628912
P17	21	SupG	Universal	0.055725828921705
P18	21	SupG	Universal	0.058979652020053
P19	21	SupG	Universal	0.052521008403361
P20	21	SupG	Universal	0.060496067755596
P21	21	SupG	Universal	0.063979526551504
P22	21	SupG	Universal	0.05775339301184
P23	21	SupG	Universal	0.054570259208731
P24	21	SupG	Universal	0.064977257959714
