"SubG_GLM_p"	"SupG_GLM_p"	"Sal_GLM_p"	"T_GLM_p"	"SupG_GLM_slope"	"Sal_GLM_slope"	"T_GLM_slope"	"SubG_GLM_slope"	"SubG_GLM_p_adj"	"SupG_GLM_p_adj"	"Sal_GLM_p_adj"	"T_GLM_p_adj"
"303375f3923b74483c18cea96450834e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"303d0b5b89cb29faffb77aa9711c55ad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30427623f0401aea01b12bd0ff18b4bd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3042dde5cbe19bb348fd96be3ffcbfd1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3044dd2cc4a1c646f865aba0c5b97158"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3046dd84ce604eee892265178eb9973d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"304aa23d30de58477ed3a38830d9f105"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30516a7dc3a225ba6a4a483ca319c535"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30553ecdc1f729510fbfe818097faba8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3063ab7620e2962389f867342ac5e1e2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3065fb120ccc7ef225521781382b6191"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306b945679269f87272eb79c78d0c670"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306c4ca401ee5b35b31959070405ada7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306c9110eee3cc5f00b934c21bbec756"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"306fc3ad5a75ab45d166758d302c66a9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"307adde7e9df0b022d4a9941b91268cf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30839674d9f4f3dd6f6e2d8b8248fa02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"308d5a0902fe9f6fd9c3665ccba8524e"	0.00166817627065597	0.000345554742781899	NA	NA	0.0631076354876385	NA	NA	0.0463951107833373	0.0403142598741859	0.0122804839357875	NA	NA
"30957f9c9dc91b80afe9691976e84312"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"309cf670814b88d70a2b62aa44cbda56"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30aef55c8abb36044754efe2506a5022"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30b389b3792ac1d5551224af3807381c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30b457c31c9d0107e83567ac97a5d3d1"	0.486036279614636	0.104010575399686	0.322588775506582	NA	-0.0268501940737337	-0.0115118888183541	NA	-0.0116515773557146	0.69580652159218	0.333832875945752	0.610844590904286	NA
"30baef0754860cf1118257a4d5fb7f07"	0.0281283127584686	0.874310878795486	NA	NA	-0.00201093207510561	NA	NA	-0.000598474768957564	0.167942573234386	0.932867496543914	NA	NA
"30bc6c9553ccd4c06c93cb178619192e"	0.148226764364011	NA	NA	NA	NA	NA	NA	0.0106459152211545	0.359883989057337	NA	NA	NA
"30c040dd0e10a45aa50abc1c132d7d9e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30c07df19a251a2fefde5f51be9a7c46"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30c0884245ad43bb96aab0d8a9c17773"	NA	NA	NA	0.0874811638994433	NA	NA	0.00969537808023921	NA	NA	NA	NA	0.574858058310773
"30cbc3629221a5bb851f2683a47dfa4a"	NA	0.161134362905488	NA	NA	-0.011305102881095	NA	NA	NA	NA	0.358716720617999	NA	NA
"30cc0f40efd99ad4699ad12f33ea9d44"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30cc13c82a942f0bc496d57015783130"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30d88b79361613eb1f69d48a8ce71d2c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30d965dbe1bf12425eb0331eb5ca47d4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30ebdd988b2d0486aa5bf0f4e4c1dfdd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30ec20fdd6a899dd8e0447c967a670df"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30f2437c715d2fe87ec01570eccd9b81"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"30f80a99760b9d1bd7708dc62d4b7ee7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31083d912e6838cccf1e3799ebdeacf0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310a35c4e826f9dcc422035f35c34688"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"310f3dfd169d1348e5ccc93e54d66bfe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3116dad04abd8d7c7143c9ee278412b9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"311b90e35d34bf3ed83c8b7cb71e87c1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31257b61fc8c04566b3b49b741805731"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"313268fa6cafc248c03699bb65cc6587"	0.908198270093295	0.839993685135029	NA	NA	0.00268796351863844	NA	NA	0.00161510638072046	0.956246103884538	0.911253291141543	NA	NA
"3139d565b80db13b3fd96af6e733dd2d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3143851e1e4b8c64cc5efd75e38c1614"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31497df5816d6391c44b5e587fdf44d7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"314d06a38e8260d3c80416d7c9aaa9e2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31596a9a8ea095cf37ff2b4710127e15"	0.15300121746291	0.0353268145164958	NA	NA	-0.000493132498471343	NA	NA	-0.0121884522963902	0.368339685574113	0.187976633219016	NA	NA
"315af3fd7989eeb1521b25173155657b"	0.362507040797839	0.796795770040109	0.542629266357173	0.972804699927288	-0.00689491317491362	0.0125013314826061	-0.000506400144990082	-0.0225679413941538	0.574014706954833	0.880811422984602	0.766621579795308	0.999717650310286
"315c58515b34080749b6c6478609d9fc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3162d086d5c2fe418f9b15732d99ed70"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31656799e1ad74a1ec4481a40722fe4c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31675bdbf4689e5f6ab2b7c6f4190c78"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3172cab2772e477d23092fe99604165d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31744ccdf460888eabb4575d62f06546"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31746f6bcab8e414b04bea59f46c3432"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31749bd58e8795f324450802a0e7cc41"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"317a37a8fd06b7315bb89920d7cd6243"	NA	NA	NA	0.256612940212827	NA	NA	0.0109515991295909	NA	NA	NA	NA	0.627201066111711
"317aa6a3cc87e6ea525111f11cf325cf"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3180a2216b99c13bcf5bfbdf5c98596c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3181e4c34b954d842b98a0153f3fba6b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318f0f6d001f3f0736ae94a54ac4ef86"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"318fb5691092fd69887a49ec03b3870d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"319bef73e594d674098529258c3d976a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31a0d3be1e53d22e00259d52beb6032a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31ad93132368cb24bf4958ebfe7e8e20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31b1790f3d3eabb9bfdeeacde898efcb"	0.0909989148340976	0.0268416930221013	NA	NA	0.0378593329468385	NA	NA	0.0312544760965125	0.311459957471476	0.187976633219016	NA	NA
"31b31cc55419bdeed627164185c81863"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31bcc22c0f5c11056495d5732661ad02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31c2c20150c9d238f09c855a92f9de80"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31c4923a07a25e1987b2f73beca2ecdd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31cc2c401b5f440684c365a4201d3312"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31d66a895531414b88b82f97faddba6d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31d9fe53493c78f35e5512ab0e6b28f1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31dc7c852acea031a19c4ee6c9dafce1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31dd99bcdc0db2011331d5bf93dedca8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31df6df434bab413be1cf12dc5c60290"	0.344052829487012	0.0313141587376227	NA	NA	0.0297098444409245	NA	NA	0.0149285388641287	0.552553199255248	0.187976633219016	NA	NA
"31ea5f83b66d12519c4bbdce4ce036d9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31f1ecffbd8e409e3672e635ed4606cd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"31f50ca6df56ee5807996ac9b026b94b"	0.0212008287142705	0.071584748962898	0.0178014711372798	0.066478358973469	0.0312078818729839	0.0257542988087963	-0.0274110280628189	0.0482754232641271	0.167942573234386	0.271238185442433	0.205988451731381	0.574858058310773
"31fbb2cbad118a63a299952c7755a7a3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3202d646a379e702cd122e7e48aeff80"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3207c928c7bcee579cb23238ac9285c0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"320ac0457005723b390c25bcf0052927"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32166efe4e1c2982dd79e07c9ddf45d1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32173d0c4ec59735732470b9bd2d7a83"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3219dc69ff70ea30d9ac0670892773a7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321acf3b753f584856525be211f4c592"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"321e61937726854fe4d2fd3d172b0a9d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3223ea0bb5bea3309273da88951f6816"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"322888e556e7765b66a7fea4846cdd19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"322f6354e4f2e9c0987c8168afb3c273"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32349b0bb5f28266520f559e457fc183"	0.636232733787814	0.0570881065728431	NA	NA	-0.0165925313646692	NA	NA	-0.005925805842213	0.807159734537455	0.235488439612978	NA	NA
"323970b258e64191962feee7658712e9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323a496bf6c9a03e252e9f25bf5cd4d1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323bdf566001330a27f4903d6a21c75d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323e626fd7cc626ded6ae7966c7fe910"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"323f10452817f8a4823287483e63aa8b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3248f11238f8825c3a8427a68388824e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"325c37b1e49fe56321e5744d696f2419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"325db45d7242674e56dc6ea276615a69"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3265294e89621d26a17b47a9f15a21ca"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3267fd59f84143a6984fe3093e7af1f5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32703f941a564c6ffbc31d70bc718530"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327144ca6cdc7e41c5c409c0d5242758"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"327d3cf6d55aba569806ab12db2b352c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3280ca2386788d3dc23b5b210bd7b92d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32832d9dd659d262c644258ac0e5d97b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32843af674651d2d77a4dfe1344504e8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"328b53ab66cc17cd084f28331a354a32"	0.0989022312863937	0.15946333465106	NA	NA	-0.00416927365918083	NA	NA	-0.0182119445228113	0.323135442791337	0.358716720617999	NA	NA
"329710ed97482423912561eae64554e9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32a1e9bfef39bc4d9de65efc9b56380f"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32a578fe1f296c799c11b9df78252c52"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32ac7e647373bf5f22d3acda587c431f"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32c605e2fa3923f898b398c98ee4335b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32ca9f0ce60f837bda153929d73e24c1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32cf8cc6bbe5bf8a38d14fc2dfd627d5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32d2ac718183a7db9dc94c2c35eac81b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32e02751e03040b12cad7ebf329a9c67"	NA	NA	0.136724550978123	0.994030046076985	NA	0.0148636383053892	7.64921558423012e-05	NA	NA	NA	0.463976957878908	0.999717650310286
"32ece7f71600720ad518b0b0d2ac2f8b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"32ed93ffe58a2af36d3b3d8dbc41b40e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33013322936d89f5666eb7a0f7345464"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"330969e21e3b9d8056944fc7a9781403"	NA	NA	0.377909609578063	0.323614985465581	NA	-0.0104881379363295	-0.0115698406659213	NA	NA	NA	0.64007702285517	0.717233357590521
"330a642624779fe059365f3f8b6bc5fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"330c3f1aafc1841e8bf93dc4c8f09ec9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"331cf386cc3ebc9511b43a507e1be8a3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"331eff62052de72d951714f63d5bfb89"	0.3288378961656	0.453584572564784	NA	NA	0.00779256415756242	NA	NA	0.00875371308952563	0.539105784572531	0.621828108382583	NA	NA
"332aefd36af943e91c6cd6e225efe9e8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3349f763cf3eeef888e2c07757e98c81"	NA	NA	0.398816866869184	NA	NA	-0.0122685564746591	NA	NA	NA	NA	0.659075860888897	NA
"3350ddbf5e6381f76ba35efdf6149b8b"	NA	NA	NA	0.880580973349861	NA	NA	2.84627714357361e-05	NA	NA	NA	NA	0.976739603477081
"335ac70ce00356536b5086d54d4751f1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335f6767fc9245e082fe84d92378b5e8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"335fe8c24d59b01b9e0df5d7baf01af2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33629cc3261b23b1eb9330b8cb0e9be6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336589171db61b0301bb2ed3fb85c233"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"336b60927876a5b3b79966471504ac31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33706c678ffb70fe225cdce29d188ba1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3373bab9a24761335de06dff63de857d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3374ec9f9a46f69dcadf699d0bb4e88c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338638e8c4c5b11407f2c8e76b78f3ef"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338b2a146d7bc44135b3893c6c01b923"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"338db9544bf202276f0fb8a80a15a712"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"339f6e39a086bf7b05a96f1b6e957ef4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33a35aaea683f9527c83230ab67c1d88"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33ab051d88d4ec9293607b0c1ac0e6a2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33ace7531cc766a834af7601315be608"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33b23fcb46b047627f5686426c24ebd3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33c1e5d6248b1194905aa044162a873c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33c1f2960f58e934dfdcf2a7ee959ed9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33ca37de4aca0c7d461e6b019454d34a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33cb86ac885abd84b4d404f14af33f53"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33cfd6b5fa642be6abbb42e43febacad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33d4b43c48972cf60368b859eba4f887"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33d637c39d41039e3b67337f872fb563"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33dc2f1339b3ade8ff7427bce6703f82"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33e98ea14d7b48a6fb50c699fac24b24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33ebc84e7f3721fdd8b195e5e4336e2b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33eeff5061bbda18809e6305f53a3f6b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"33f40934c78f2e89bda358b9357833b8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34083cd4410e12033a5034feb25110ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"340c6f0f9d55c3ccff9d2a943fe8a007"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3412960a255cc3ceda52c1756aaf12e3"	0.939678450107629	0.941932789547	NA	NA	-0.000753795194163767	NA	NA	-0.000851123469683865	0.975988070940786	0.967649629797789	NA	NA
"3415b78a5a75fa25cac9349495c140f1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34175f74ec23b8ad3397b610497c3b8d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3417f5d2af455f1300bb17f6bb3d9adb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"341e871f1cbee923b4ee9b11a69d231e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"342381552cdef0b85d00a2f32b44adb2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3423d0f4e8212707ce8e8478887f70cc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343ae69695b1a0d92108a4d3b50bbf89"	0.474818946616215	0.000909133113419052	0.854957112050858	0.689432942126208	0.0460199779882515	-0.00202917294632584	-0.00479740092305451	0.00748058463582527	0.683604582716963	0.027098032154813	0.953002652423663	0.943803874971756
"343b867183a3a502939e994f03c8d40d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343bfa8b6eeae67c34045dc4536e3450"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343dd336d07a352edc3e461622d61bad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"343f0cab6f6b3731a170d487f4722aa0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3440f3c0d3254008d50dbc78d0365802"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"344bcfd9f7b224defae3a3ab08233684"	0.0170898484027617	0.424427799264425	0.082631506013993	NA	-0.0228187345471303	0.0318911926987809	NA	-0.0530996306036352	0.166790347392338	0.593299979607153	0.431678020486072	NA
"344de56a3abf7d606a14a3976b0dd034"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3454d573c861ec262334a76927ab55ad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345a767a069a889810e16b46d829bdac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345cd99bd67a8d56196d39106c334f51"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"345ff3451840d52d3a42263835fe2c95"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3468a64d70df2820e6a735d0be8e945c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346986c4ca3ed3ee3299f86854c1131d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346b75970fbb571b114078f76b1877e6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"346d6b68c39c96a4d599a05ac05a635a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3470a1048ba9554fd7980e3e73df2cde"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"347e9addd32549c240bfb03ac192e86f"	0.487527556030008	NA	0.945485316435501	0.168567118906816	NA	-0.000843288690113655	-0.019247463735533	-0.00935812183364496	0.696958407564025	NA	0.978525794166774	0.574858058310773
"347f1e4b09a9e560e85f56697e242ad4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34953545e08839ba5aa534e24b0b2eec"	0.0778800995807652	0.755917250970659	0.102442109113979	0.413814474076375	0.00421461499045257	0.0243769451729088	0.0137673382290266	0.0149835356360146	0.286288269371151	0.845602348543449	0.431678020486072	0.781759681154712
"349a9744d7df1c893e642e8efdfadaf7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34a488aca4441785ec390ee8f20d44d7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34a6930bf9f95521e059d785f2a9de19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34aa9ca1ab4beb705e8fff668a0fbc67"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34af783931f54da633fa68dc5fa0fea6"	0.218431049248622	0.0726879434163843	0.00769542404463006	0.240830765232312	0.0478671378539024	0.043442155262792	0.0270297822043644	0.029273672269922	0.425542255254034	0.273023006978614	0.151620652122576	0.614834625648068
"34bbf5c0dbc203a11cafada32e808626"	0.108741406145358	0.546582112280925	0.532029907162368	NA	-0.00981574044478214	-0.00718076638605791	NA	0.0270224583223121	0.338353176336465	0.693738834818097	0.759001570100522	NA
"34bc5b643fea40cc3b25fb8d5482b377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34beac8de265e0731f95313a55ef1e3f"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34c1b24dd8da486a4fa6bc51b4385286"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34cee3d2f0d2ff2d1279a4815d73b89e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"34f3e4744a26436836eb44a0181a668c"	NA	NA	0.78661740685476	0.944947962248169	NA	0.00313293397730891	0.000944954727882815	NA	NA	NA	0.910217312522388	0.999717650310286
"34fd42c5645b3fd4c23e86661ec32f6d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"350e9eb44f162a1cdc83e031c1cc86f2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"35115c60bb1e57e2eb1300e2cda05ace"	NA	NA	0.736464048624801	0.179646162697125	NA	-0.00308976022702368	-0.0126648265328223	NA	NA	NA	0.883030084617566	0.574858058310773
"351b55aa231cd2dce64b09e71c42190e"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"3527329a33588454f43b706fa01392bc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353141459a3a126128ac7ab5f24a521d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353afe7cf255e4f732ad2f075df26821"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353b4ae693d818e16844a917fce2b1b2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353ba6915d752fe03163badfbaa323e4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"353d71cdbf17a5f402997d9660eeb0ce"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"354a0898fa29ffa7f9c457ced72eae10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"354f7e10f035b0742ed99846a1e6f192"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"35541f39c64ab1e40c4d141f16500554"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"35586cb83b17f0f8c8c1bfb1c8e54001"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
